1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.07604e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.15785e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.24589e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.34063e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.44256e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.55225e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.67028e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.79728e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.93394e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
2.08099e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
2.23922e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
2.40948e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
2.59269e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
2.78983e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
3.00196e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
3.23022e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
3.47583e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
3.74012e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
4.02451e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
4.33052e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
4.65980e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
5.01411e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
5.39536e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
5.80561e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
6.24705e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
6.72205e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
7.23317e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
7.78316e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
8.37496e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
9.01176e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
9.69699e+00  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.04343e+01  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.12277e+01  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.20814e+01  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.30000e+01  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
1.39885e+01  0.00000e+00  0.00000e+00  0.00000e+00  DMSO
